Temps (ms),Déplacement (mm) obtenu par intégration,Effort (kN),Energie (J),Vitesse (m/s) obtenue par intégration
ms ,mm1,kN ,J  ,ms1
            ,BUT 180,BUT 180,BUT 180,BUT 180
 -156.450000,    0.000000,    0.034626,    0.000000,    0.000000
 -156.400000,    0.000000,    0.034666,    0.000000,    0.000000
 -156.350000,    0.000000,    0.034712,    0.000000,    0.000000
 -156.300000,    0.000000,    0.034762,    0.000000,    0.000000
 -156.250000,    0.000000,    0.034816,    0.000000,    0.000000
 -156.200000,    0.000000,    0.034873,    0.000000,    0.000000
 -156.150000,    0.000000,    0.034934,    0.000000,    0.000000
 -156.100000,    0.000000,    0.034997,    0.000000,    0.000000
 -156.050000,    0.000000,    0.035061,    0.000000,    0.000000
 -156.000000,    0.000000,    0.035124,    0.000000,    0.000000
 -155.950000,    0.000000,    0.035184,    0.000000,    0.000000
 -155.900000,    0.000000,    0.035237,    0.000000,    0.000000
 -155.850000,    0.000000,    0.035283,    0.000000,    0.000000
 -155.800000,    0.000000,    0.035318,    0.000000,    0.000000
 -155.750000,    0.000000,    0.035342,    0.000000,    0.000000
 -155.700000,    0.000000,    0.035356,    0.000000,    0.000000
 -155.650000,    0.000000,    0.035360,    0.000000,    0.000000
 -155.600000,    0.000000,    0.035355,    0.000000,    0.000000
 -155.550000,    0.000000,    0.035343,    0.000000,    0.000000
 -155.500000,    0.000000,    0.035323,    0.000000,    0.000000
 -155.450000,    0.000000,    0.035295,    0.000000,    0.000000
 -155.400000,    0.000000,    0.035261,    0.000000,    0.000000
 -155.350000,    0.000000,    0.035219,    0.000000,    0.000000
 -155.300000,    0.000000,    0.035170,    0.000000,    0.000000
 -155.250000,    0.000000,    0.035116,    0.000000,    0.000000
 -155.200000,    0.000000,    0.035057,    0.000000,    0.000000
 -155.150000,    0.000000,    0.034996,    0.000000,    0.000000
 -155.100000,    0.000000,    0.034933,    0.000000,    0.000000
 -155.050000,    0.000000,    0.034871,    0.000000,    0.000000
 -155.000000,    0.000000,    0.034813,    0.000000,    0.000000
 -154.950000,    0.000000,    0.034759,    0.000000,    0.000000
 -154.900000,    0.000000,    0.034712,    0.000000,    0.000000
 -154.850000,    0.000000,    0.034672,    0.000000,    0.000000
 -154.800000,    0.000000,    0.034641,    0.000000,    0.000000
 -154.750000,    0.000000,    0.034616,    0.000000,    0.000000
 -154.700000,    0.000000,    0.034600,    0.000000,    0.000000
 -154.650000,    0.000000,    0.034590,    0.000000,    0.000000
 -154.600000,    0.000000,    0.034588,    0.000000,    0.000000
 -154.550000,    0.000000,    0.034592,    0.000000,    0.000000
 -154.500000,    0.000000,    0.034602,    0.000000,    0.000000
 -154.450000,    0.000000,    0.034616,    0.000000,    0.000000
 -154.400000,    0.000000,    0.034633,    0.000000,    0.000000
 -154.350000,    0.000000,    0.034651,    0.000000,    0.000000
 -154.300000,    0.000000,    0.034669,    0.000000,    0.000000
 -154.250000,    0.000000,    0.034686,    0.000000,    0.000000
 -154.200000,    0.000000,    0.034702,    0.000000,    0.000000
 -154.150000,    0.000000,    0.034718,    0.000000,    0.000000
 -154.100000,    0.000000,    0.034734,    0.000000,    0.000000
 -154.050000,    0.000000,    0.034751,    0.000000,    0.000000
 -154.000000,    0.000000,    0.034770,    0.000000,    0.000000
 -153.950000,    0.000000,    0.034790,    0.000000,    0.000000
 -153.900000,    0.000000,    0.034813,    0.000000,    0.000000
 -153.850000,    0.000000,    0.034838,    0.000000,    0.000000
 -153.800000,    0.000000,    0.034864,    0.000000,    0.000000
 -153.750000,    0.000000,    0.034893,    0.000000,    0.000000
 -153.700000,    0.000000,    0.034924,    0.000000,    0.000000
 -153.650000,    0.000000,    0.034957,    0.000000,    0.000000
 -153.600000,    0.000000,    0.034991,    0.000000,    0.000000
 -153.550000,    0.000000,    0.035026,    0.000000,    0.000000
 -153.500000,    0.000000,    0.035059,    0.000000,    0.000000
 -153.450000,    0.000000,    0.035092,    0.000000,    0.000000
 -153.400000,    0.000000,    0.035122,    0.000000,    0.000000
 -153.350000,    0.000000,    0.035150,    0.000000,    0.000000
 -153.300000,    0.000000,    0.035174,    0.000000,    0.000000
 -153.250000,    0.000000,    0.035196,    0.000000,    0.000000
 -153.200000,    0.000000,    0.035213,    0.000000,    0.000000
 -153.150000,    0.000000,    0.035226,    0.000000,    0.000000
 -153.100000,    0.000000,    0.035234,    0.000000,    0.000000
 -153.050000,    0.000000,    0.035237,    0.000000,    0.000000
 -153.000000,    0.000000,    0.035234,    0.000000,    0.000000
 -152.950000,    0.000000,    0.035224,    0.000000,    0.000000
 -152.900000,    0.000000,    0.035209,    0.000000,    0.000000
 -152.850000,    0.000000,    0.035189,    0.000000,    0.000000
 -152.800000,    0.000000,    0.035164,    0.000000,    0.000000
 -152.750000,    0.000000,    0.035135,    0.000000,    0.000000
 -152.700000,    0.000000,    0.035102,    0.000000,    0.000000
 -152.650000,    0.000000,    0.035065,    0.000000,    0.000000
 -152.600000,    0.000000,    0.035025,    0.000000,    0.000000
 -152.550000,    0.000000,    0.034981,    0.000000,    0.000000
 -152.500000,    0.000000,    0.034934,    0.000000,    0.000000
 -152.450000,    0.000000,    0.034882,    0.000000,    0.000000
 -152.400000,    0.000000,    0.034827,    0.000000,    0.000000
 -152.350000,    0.000000,    0.034770,    0.000000,    0.000000
 -152.300000,    0.000000,    0.034711,    0.000000,    0.000000
 -152.250000,    0.000000,    0.034653,    0.000000,    0.000000
 -152.200000,    0.000000,    0.034596,    0.000000,    0.000000
 -152.150000,    0.000000,    0.034542,    0.000000,    0.000000
 -152.100000,    0.000000,    0.034490,    0.000000,    0.000000
 -152.050000,    0.000000,    0.034440,    0.000000,    0.000000
 -152.000000,    0.000000,    0.034394,    0.000000,    0.000000
 -151.950000,    0.000000,    0.034350,    0.000000,    0.000000
 -151.900000,    0.000000,    0.034308,    0.000000,    0.000000
 -151.850000,    0.000000,    0.034269,    0.000000,    0.000000
 -151.800000,    0.000000,    0.034234,    0.000000,    0.000000
 -151.750000,    0.000000,    0.034203,    0.000000,    0.000000
 -151.700000,    0.000000,    0.034177,    0.000000,    0.000000
 -151.650000,    0.000000,    0.034158,    0.000000,    0.000000
 -151.600000,    0.000000,    0.034146,    0.000000,    0.000000
 -151.550000,    0.000000,    0.034143,    0.000000,    0.000000
 -151.500000,    0.000000,    0.034148,    0.000000,    0.000000
 -151.450000,    0.000000,    0.034160,    0.000000,    0.000000
 -151.400000,    0.000000,    0.034176,    0.000000,    0.000000
 -151.350000,    0.000000,    0.034196,    0.000000,    0.000000
 -151.300000,    0.000000,    0.034219,    0.000000,    0.000000
 -151.250000,    0.000000,    0.034244,    0.000000,    0.000000
 -151.200000,    0.000000,    0.034273,    0.000000,    0.000000
 -151.150000,    0.000000,    0.034307,    0.000000,    0.000000
 -151.100000,    0.000000,    0.034348,    0.000000,    0.000000
 -151.050000,    0.000000,    0.034399,    0.000000,    0.000000
 -151.000000,    0.000000,    0.034461,    0.000000,    0.000000
 -150.950000,    0.000000,    0.034536,    0.000000,    0.000000
 -150.900000,    0.000000,    0.034622,    0.000000,    0.000000
 -150.850000,    0.000000,    0.034719,    0.000000,    0.000000
 -150.800000,    0.000000,    0.034826,    0.000000,    0.000000
 -150.750000,    0.000000,    0.034942,    0.000000,    0.000000
 -150.700000,    0.000000,    0.035064,    0.000000,    0.000000
 -150.650000,    0.000000,    0.035190,    0.000000,    0.000000
 -150.600000,    0.000000,    0.035319,    0.000000,    0.000000
 -150.550000,    0.000000,    0.035446,    0.000000,    0.000000
 -150.500000,    0.000000,    0.035569,    0.000000,    0.000000
 -150.450000,    0.000000,    0.035684,    0.000000,    0.000000
 -150.400000,    0.000000,    0.035787,    0.000000,    0.000000
 -150.350000,    0.000000,    0.035877,    0.000000,    0.000000
 -150.300000,    0.000000,    0.035953,    0.000000,    0.000000
 -150.250000,    0.000000,    0.036012,    0.000000,    0.000000
 -150.200000,    0.000000,    0.036056,    0.000000,    0.000000
 -150.150000,    0.000000,    0.036084,    0.000000,    0.000000
 -150.100000,    0.000000,    0.036095,    0.000000,    0.000000
 -150.050000,    0.000000,    0.036090,    0.000000,    0.000000
 -150.000000,    0.000000,    0.036067,    0.000000,    0.000000
 -149.950000,    0.000000,    0.036026,    0.000000,    0.000000
 -149.900000,    0.000000,    0.035968,    0.000000,    0.000000
 -149.850000,    0.000000,    0.035891,    0.000000,    0.000000
 -149.800000,    0.000000,    0.035796,    0.000000,    0.000000
 -149.750000,    0.000000,    0.035685,    0.000000,    0.000000
 -149.700000,    0.000000,    0.035558,    0.000000,    0.000000
 -149.650000,    0.000000,    0.035419,    0.000000,    0.000000
 -149.600000,    0.000000,    0.035270,    0.000000,    0.000000
 -149.550000,    0.000000,    0.035115,    0.000000,    0.000000
 -149.500000,    0.000000,    0.034956,    0.000000,    0.000000
 -149.450000,    0.000000,    0.034796,    0.000000,    0.000000
 -149.400000,    0.000000,    0.034637,    0.000000,    0.000000
 -149.350000,    0.000000,    0.034481,    0.000000,    0.000000
 -149.300000,    0.000000,    0.034329,    0.000000,    0.000000
 -149.250000,    0.000000,    0.034183,    0.000000,    0.000000
 -149.200000,    0.000000,    0.034044,    0.000000,    0.000000
 -149.150000,    0.000000,    0.033915,    0.000000,    0.000000
 -149.100000,    0.000000,    0.033798,    0.000000,    0.000000
 -149.050000,    0.000000,    0.033694,    0.000000,    0.000000
 -149.000000,    0.000000,    0.033605,    0.000000,    0.000000
 -148.950000,    0.000000,    0.033532,    0.000000,    0.000000
 -148.900000,    0.000000,    0.033474,    0.000000,    0.000000
 -148.850000,    0.000000,    0.033431,    0.000000,    0.000000
 -148.800000,    0.000000,    0.033403,    0.000000,    0.000000
 -148.750000,    0.000000,    0.033389,    0.000000,    0.000000
 -148.700000,    0.000000,    0.033389,    0.000000,    0.000000
 -148.650000,    0.000000,    0.033401,    0.000000,    0.000000
 -148.600000,    0.000000,    0.033425,    0.000000,    0.000000
 -148.550000,    0.000000,    0.033458,    0.000000,    0.000000
 -148.500000,    0.000000,    0.033498,    0.000000,    0.000000
 -148.450000,    0.000000,    0.033543,    0.000000,    0.000000
 -148.400000,    0.000000,    0.033593,    0.000000,    0.000000
 -148.350000,    0.000000,    0.033646,    0.000000,    0.000000
 -148.300000,    0.000000,    0.033701,    0.000000,    0.000000
 -148.250000,    0.000000,    0.033757,    0.000000,    0.000000
 -148.200000,    0.000000,    0.033813,    0.000000,    0.000000
 -148.150000,    0.000000,    0.033867,    0.000000,    0.000000
 -148.100000,    0.000000,    0.033921,    0.000000,    0.000000
 -148.050000,    0.000000,    0.033972,    0.000000,    0.000000
 -148.000000,    0.000000,    0.034021,    0.000000,    0.000000
 -147.950000,    0.000000,    0.034068,    0.000000,    0.000000
 -147.900000,    0.000000,    0.034112,    0.000000,    0.000000
 -147.850000,    0.000000,    0.034155,    0.000000,    0.000000
 -147.800000,    0.000000,    0.034194,    0.000000,    0.000000
 -147.750000,    0.000000,    0.034230,    0.000000,    0.000000
 -147.700000,    0.000000,    0.034262,    0.000000,    0.000000
 -147.650000,    0.000000,    0.034291,    0.000000,    0.000000
 -147.600000,    0.000000,    0.034317,    0.000000,    0.000000
 -147.550000,    0.000000,    0.034340,    0.000000,    0.000000
 -147.500000,    0.000000,    0.034361,    0.000000,    0.000000
 -147.450000,    0.000000,    0.034380,    0.000000,    0.000000
 -147.400000,    0.000000,    0.034398,    0.000000,    0.000000
 -147.350000,    0.000000,    0.034414,    0.000000,    0.000000
 -147.300000,    0.000000,    0.034428,    0.000000,    0.000000
 -147.250000,    0.000000,    0.034440,    0.000000,    0.000000
 -147.200000,    0.000000,    0.034452,    0.000000,    0.000000
 -147.150000,    0.000000,    0.034464,    0.000000,    0.000000
 -147.100000,    0.000000,    0.034476,    0.000000,    0.000000
 -147.050000,    0.000000,    0.034490,    0.000000,    0.000000
 -147.000000,    0.000000,    0.034505,    0.000000,    0.000000
 -146.950000,    0.000000,    0.034523,    0.000000,    0.000000
 -146.900000,    0.000000,    0.034543,    0.000000,    0.000000
 -146.850000,    0.000000,    0.034565,    0.000000,    0.000000
 -146.800000,    0.000000,    0.034588,    0.000000,    0.000000
 -146.750000,    0.000000,    0.034611,    0.000000,    0.000000
 -146.700000,    0.000000,    0.034632,    0.000000,    0.000000
 -146.650000,    0.000000,    0.034649,    0.000000,    0.000000
 -146.600000,    0.000000,    0.034660,    0.000000,    0.000000
 -146.550000,    0.000000,    0.034665,    0.000000,    0.000000
 -146.500000,    0.000000,    0.034663,    0.000000,    0.000000
 -146.450000,    0.000000,    0.034656,    0.000000,    0.000000
 -146.400000,    0.000000,    0.034643,    0.000000,    0.000000
 -146.350000,    0.000000,    0.034625,    0.000000,    0.000000
 -146.300000,    0.000000,    0.034604,    0.000000,    0.000000
 -146.250000,    0.000000,    0.034578,    0.000000,    0.000000
 -146.200000,    0.000000,    0.034549,    0.000000,    0.000000
 -146.150000,    0.000000,    0.034518,    0.000000,    0.000000
 -146.100000,    0.000000,    0.034485,    0.000000,    0.000000
 -146.050000,    0.000000,    0.034452,    0.000000,    0.000000
 -146.000000,    0.000000,    0.034421,    0.000000,    0.000000
 -145.950000,    0.000000,    0.034393,    0.000000,    0.000000
 -145.900000,    0.000000,    0.034372,    0.000000,    0.000000
 -145.850000,    0.000000,    0.034358,    0.000000,    0.000000
 -145.800000,    0.000000,    0.034353,    0.000000,    0.000000
 -145.750000,    0.000000,    0.034359,    0.000000,    0.000000
 -145.700000,    0.000000,    0.034374,    0.000000,    0.000000
 -145.650000,    0.000000,    0.034399,    0.000000,    0.000000
 -145.600000,    0.000000,    0.034433,    0.000000,    0.000000
 -145.550000,    0.000000,    0.034474,    0.000000,    0.000000
 -145.500000,    0.000000,    0.034520,    0.000000,    0.000000
 -145.450000,    0.000000,    0.034570,    0.000000,    0.000000
 -145.400000,    0.000000,    0.034621,    0.000000,    0.000000
 -145.350000,    0.000000,    0.034672,    0.000000,    0.000000
 -145.300000,    0.000000,    0.034719,    0.000000,    0.000000
 -145.250000,    0.000000,    0.034760,    0.000000,    0.000000
 -145.200000,    0.000000,    0.034792,    0.000000,    0.000000
 -145.150000,    0.000000,    0.034813,    0.000000,    0.000000
 -145.100000,    0.000000,    0.034823,    0.000000,    0.000000
 -145.050000,    0.000000,    0.034821,    0.000000,    0.000000
 -145.000000,    0.000000,    0.034808,    0.000000,    0.000000
 -144.950000,    0.000000,    0.034786,    0.000000,    0.000000
 -144.900000,    0.000000,    0.034753,    0.000000,    0.000000
 -144.850000,    0.000000,    0.034712,    0.000000,    0.000000
 -144.800000,    0.000000,    0.034662,    0.000000,    0.000000
 -144.750000,    0.000000,    0.034603,    0.000000,    0.000000
 -144.700000,    0.000000,    0.034535,    0.000000,    0.000000
 -144.650000,    0.000000,    0.034459,    0.000000,    0.000000
 -144.600000,    0.000000,    0.034376,    0.000000,    0.000000
 -144.550000,    0.000000,    0.034285,    0.000000,    0.000000
 -144.500000,    0.000000,    0.034189,    0.000000,    0.000000
 -144.450000,    0.000000,    0.034088,    0.000000,    0.000000
 -144.400000,    0.000000,    0.033984,    0.000000,    0.000000
 -144.350000,    0.000000,    0.033879,    0.000000,    0.000000
 -144.300000,    0.000000,    0.033773,    0.000000,    0.000000
 -144.250000,    0.000000,    0.033669,    0.000000,    0.000000
