Temps (ms),Déplacement (mm) obtenu par intégration,Effort (kN),Energie (J),Vitesse (m/s) obtenue par intégration
ms ,mm1,kN ,J  ,ms1
            ,BUT 180,BUT 180,BUT 180,BUT 180
 -178.850000,    0.000000,    0.031739,    0.000000,    0.000000
 -178.800000,    0.000000,    0.031812,    0.000000,    0.000000
 -178.750000,    0.000000,    0.031893,    0.000000,    0.000000
 -178.700000,    0.000000,    0.031983,    0.000000,    0.000000
 -178.650000,    0.000000,    0.032080,    0.000000,    0.000000
 -178.600000,    0.000000,    0.032185,    0.000000,    0.000000
 -178.550000,    0.000000,    0.032295,    0.000000,    0.000000
 -178.500000,    0.000000,    0.032409,    0.000000,    0.000000
 -178.450000,    0.000000,    0.032527,    0.000000,    0.000000
 -178.400000,    0.000000,    0.032647,    0.000000,    0.000000
 -178.350000,    0.000000,    0.032766,    0.000000,    0.000000
 -178.300000,    0.000000,    0.032885,    0.000000,    0.000000
 -178.250000,    0.000000,    0.033002,    0.000000,    0.000000
 -178.200000,    0.000000,    0.033117,    0.000000,    0.000000
 -178.150000,    0.000000,    0.033228,    0.000000,    0.000000
 -178.100000,    0.000000,    0.033335,    0.000000,    0.000000
 -178.050000,    0.000000,    0.033438,    0.000000,    0.000000
 -178.000000,    0.000000,    0.033538,    0.000000,    0.000000
 -177.950000,    0.000000,    0.033635,    0.000000,    0.000000
 -177.900000,    0.000000,    0.033730,    0.000000,    0.000000
 -177.850000,    0.000000,    0.033825,    0.000000,    0.000000
 -177.800000,    0.000000,    0.033922,    0.000000,    0.000000
 -177.750000,    0.000000,    0.034022,    0.000000,    0.000000
 -177.700000,    0.000000,    0.034126,    0.000000,    0.000000
 -177.650000,    0.000000,    0.034233,    0.000000,    0.000000
 -177.600000,    0.000000,    0.034343,    0.000000,    0.000000
 -177.550000,    0.000000,    0.034454,    0.000000,    0.000000
 -177.500000,    0.000000,    0.034563,    0.000000,    0.000000
 -177.450000,    0.000000,    0.034670,    0.000000,    0.000000
 -177.400000,    0.000000,    0.034769,    0.000000,    0.000000
 -177.350000,    0.000000,    0.034861,    0.000000,    0.000000
 -177.300000,    0.000000,    0.034944,    0.000000,    0.000000
 -177.250000,    0.000000,    0.035016,    0.000000,    0.000000
 -177.200000,    0.000000,    0.035077,    0.000000,    0.000000
 -177.150000,    0.000000,    0.035127,    0.000000,    0.000000
 -177.100000,    0.000000,    0.035165,    0.000000,    0.000000
 -177.050000,    0.000000,    0.035191,    0.000000,    0.000000
 -177.000000,    0.000000,    0.035207,    0.000000,    0.000000
 -176.950000,    0.000000,    0.035210,    0.000000,    0.000000
 -176.900000,    0.000000,    0.035204,    0.000000,    0.000000
 -176.850000,    0.000000,    0.035187,    0.000000,    0.000000
 -176.800000,    0.000000,    0.035163,    0.000000,    0.000000
 -176.750000,    0.000000,    0.035132,    0.000000,    0.000000
 -176.700000,    0.000000,    0.035095,    0.000000,    0.000000
 -176.650000,    0.000000,    0.035055,    0.000000,    0.000000
 -176.600000,    0.000000,    0.035010,    0.000000,    0.000000
 -176.550000,    0.000000,    0.034963,    0.000000,    0.000000
 -176.500000,    0.000000,    0.034911,    0.000000,    0.000000
 -176.450000,    0.000000,    0.034855,    0.000000,    0.000000
 -176.400000,    0.000000,    0.034793,    0.000000,    0.000000
 -176.350000,    0.000000,    0.034727,    0.000000,    0.000000
 -176.300000,    0.000000,    0.034657,    0.000000,    0.000000
 -176.250000,    0.000000,    0.034583,    0.000000,    0.000000
 -176.200000,    0.000000,    0.034507,    0.000000,    0.000000
 -176.150000,    0.000000,    0.034428,    0.000000,    0.000000
 -176.100000,    0.000000,    0.034347,    0.000000,    0.000000
 -176.050000,    0.000000,    0.034265,    0.000000,    0.000000
 -176.000000,    0.000000,    0.034182,    0.000000,    0.000000
 -175.950000,    0.000000,    0.034098,    0.000000,    0.000000
 -175.900000,    0.000000,    0.034015,    0.000000,    0.000000
 -175.850000,    0.000000,    0.033932,    0.000000,    0.000000
 -175.800000,    0.000000,    0.033852,    0.000000,    0.000000
 -175.750000,    0.000000,    0.033773,    0.000000,    0.000000
 -175.700000,    0.000000,    0.033697,    0.000000,    0.000000
 -175.650000,    0.000000,    0.033620,    0.000000,    0.000000
 -175.600000,    0.000000,    0.033543,    0.000000,    0.000000
 -175.550000,    0.000000,    0.033464,    0.000000,    0.000000
 -175.500000,    0.000000,    0.033381,    0.000000,    0.000000
 -175.450000,    0.000000,    0.033295,    0.000000,    0.000000
 -175.400000,    0.000000,    0.033205,    0.000000,    0.000000
 -175.350000,    0.000000,    0.033110,    0.000000,    0.000000
 -175.300000,    0.000000,    0.033011,    0.000000,    0.000000
 -175.250000,    0.000000,    0.032910,    0.000000,    0.000000
 -175.200000,    0.000000,    0.032808,    0.000000,    0.000000
 -175.150000,    0.000000,    0.032706,    0.000000,    0.000000
 -175.100000,    0.000000,    0.032607,    0.000000,    0.000000
 -175.050000,    0.000000,    0.032513,    0.000000,    0.000000
 -175.000000,    0.000000,    0.032427,    0.000000,    0.000000
 -174.950000,    0.000000,    0.032350,    0.000000,    0.000000
 -174.900000,    0.000000,    0.032283,    0.000000,    0.000000
 -174.850000,    0.000000,    0.032227,    0.000000,    0.000000
 -174.800000,    0.000000,    0.032182,    0.000000,    0.000000
 -174.750000,    0.000000,    0.032148,    0.000000,    0.000000
 -174.700000,    0.000000,    0.032123,    0.000000,    0.000000
 -174.650000,    0.000000,    0.032109,    0.000000,    0.000000
 -174.600000,    0.000000,    0.032103,    0.000000,    0.000000
 -174.550000,    0.000000,    0.032104,    0.000000,    0.000000
 -174.500000,    0.000000,    0.032111,    0.000000,    0.000000
 -174.450000,    0.000000,    0.032121,    0.000000,    0.000000
 -174.400000,    0.000000,    0.032133,    0.000000,    0.000000
 -174.350000,    0.000000,    0.032146,    0.000000,    0.000000
 -174.300000,    0.000000,    0.032160,    0.000000,    0.000000
 -174.250000,    0.000000,    0.032173,    0.000000,    0.000000
 -174.200000,    0.000000,    0.032186,    0.000000,    0.000000
 -174.150000,    0.000000,    0.032199,    0.000000,    0.000000
 -174.100000,    0.000000,    0.032211,    0.000000,    0.000000
 -174.050000,    0.000000,    0.032223,    0.000000,    0.000000
 -174.000000,    0.000000,    0.032235,    0.000000,    0.000000
 -173.950000,    0.000000,    0.032247,    0.000000,    0.000000
 -173.900000,    0.000000,    0.032259,    0.000000,    0.000000
 -173.850000,    0.000000,    0.032272,    0.000000,    0.000000
 -173.800000,    0.000000,    0.032287,    0.000000,    0.000000
 -173.750000,    0.000000,    0.032305,    0.000000,    0.000000
 -173.700000,    0.000000,    0.032328,    0.000000,    0.000000
 -173.650000,    0.000000,    0.032358,    0.000000,    0.000000
 -173.600000,    0.000000,    0.032396,    0.000000,    0.000000
 -173.550000,    0.000000,    0.032444,    0.000000,    0.000000
 -173.500000,    0.000000,    0.032502,    0.000000,    0.000000
 -173.450000,    0.000000,    0.032571,    0.000000,    0.000000
 -173.400000,    0.000000,    0.032649,    0.000000,    0.000000
 -173.350000,    0.000000,    0.032737,    0.000000,    0.000000
 -173.300000,    0.000000,    0.032832,    0.000000,    0.000000
 -173.250000,    0.000000,    0.032934,    0.000000,    0.000000
 -173.200000,    0.000000,    0.033041,    0.000000,    0.000000
 -173.150000,    0.000000,    0.033153,    0.000000,    0.000000
 -173.100000,    0.000000,    0.033268,    0.000000,    0.000000
 -173.050000,    0.000000,    0.033385,    0.000000,    0.000000
 -173.000000,    0.000000,    0.033503,    0.000000,    0.000000
 -172.950000,    0.000000,    0.033619,    0.000000,    0.000000
 -172.900000,    0.000000,    0.033734,    0.000000,    0.000000
 -172.850000,    0.000000,    0.033847,    0.000000,    0.000000
 -172.800000,    0.000000,    0.033955,    0.000000,    0.000000
 -172.750000,    0.000000,    0.034058,    0.000000,    0.000000
 -172.700000,    0.000000,    0.034156,    0.000000,    0.000000
 -172.650000,    0.000000,    0.034246,    0.000000,    0.000000
 -172.600000,    0.000000,    0.034328,    0.000000,    0.000000
 -172.550000,    0.000000,    0.034401,    0.000000,    0.000000
 -172.500000,    0.000000,    0.034465,    0.000000,    0.000000
 -172.450000,    0.000000,    0.034520,    0.000000,    0.000000
 -172.400000,    0.000000,    0.034567,    0.000000,    0.000000
 -172.350000,    0.000000,    0.034607,    0.000000,    0.000000
 -172.300000,    0.000000,    0.034640,    0.000000,    0.000000
 -172.250000,    0.000000,    0.034668,    0.000000,    0.000000
 -172.200000,    0.000000,    0.034692,    0.000000,    0.000000
 -172.150000,    0.000000,    0.034712,    0.000000,    0.000000
 -172.100000,    0.000000,    0.034730,    0.000000,    0.000000
 -172.050000,    0.000000,    0.034748,    0.000000,    0.000000
 -172.000000,    0.000000,    0.034766,    0.000000,    0.000000
 -171.950000,    0.000000,    0.034787,    0.000000,    0.000000
 -171.900000,    0.000000,    0.034811,    0.000000,    0.000000
 -171.850000,    0.000000,    0.034838,    0.000000,    0.000000
 -171.800000,    0.000000,    0.034870,    0.000000,    0.000000
 -171.750000,    0.000000,    0.034906,    0.000000,    0.000000
 -171.700000,    0.000000,    0.034947,    0.000000,    0.000000
 -171.650000,    0.000000,    0.034993,    0.000000,    0.000000
 -171.600000,    0.000000,    0.035044,    0.000000,    0.000000
 -171.550000,    0.000000,    0.035099,    0.000000,    0.000000
 -171.500000,    0.000000,    0.035159,    0.000000,    0.000000
 -171.450000,    0.000000,    0.035221,    0.000000,    0.000000
 -171.400000,    0.000000,    0.035286,    0.000000,    0.000000
 -171.350000,    0.000000,    0.035353,    0.000000,    0.000000
 -171.300000,    0.000000,    0.035423,    0.000000,    0.000000
 -171.250000,    0.000000,    0.035497,    0.000000,    0.000000
 -171.200000,    0.000000,    0.035574,    0.000000,    0.000000
 -171.150000,    0.000000,    0.035655,    0.000000,    0.000000
 -171.100000,    0.000000,    0.035739,    0.000000,    0.000000
 -171.050000,    0.000000,    0.035826,    0.000000,    0.000000
 -171.000000,    0.000000,    0.035916,    0.000000,    0.000000
 -170.950000,    0.000000,    0.036007,    0.000000,    0.000000
 -170.900000,    0.000000,    0.036098,    0.000000,    0.000000
 -170.850000,    0.000000,    0.036188,    0.000000,    0.000000
 -170.800000,    0.000000,    0.036275,    0.000000,    0.000000
 -170.750000,    0.000000,    0.036357,    0.000000,    0.000000
 -170.700000,    0.000000,    0.036432,    0.000000,    0.000000
 -170.650000,    0.000000,    0.036498,    0.000000,    0.000000
 -170.600000,    0.000000,    0.036553,    0.000000,    0.000000
 -170.550000,    0.000000,    0.036598,    0.000000,    0.000000
 -170.500000,    0.000000,    0.036630,    0.000000,    0.000000
 -170.450000,    0.000000,    0.036649,    0.000000,    0.000000
 -170.400000,    0.000000,    0.036654,    0.000000,    0.000000
 -170.350000,    0.000000,    0.036645,    0.000000,    0.000000
 -170.300000,    0.000000,    0.036622,    0.000000,    0.000000
 -170.250000,    0.000000,    0.036585,    0.000000,    0.000000
 -170.200000,    0.000000,    0.036537,    0.000000,    0.000000
 -170.150000,    0.000000,    0.036480,    0.000000,    0.000000
 -170.100000,    0.000000,    0.036415,    0.000000,    0.000000
 -170.050000,    0.000000,    0.036346,    0.000000,    0.000000
 -170.000000,    0.000000,    0.036274,    0.000000,    0.000000
 -169.950000,    0.000000,    0.036200,    0.000000,    0.000000
 -169.900000,    0.000000,    0.036126,    0.000000,    0.000000
 -169.850000,    0.000000,    0.036050,    0.000000,    0.000000
 -169.800000,    0.000000,    0.035975,    0.000000,    0.000000
 -169.750000,    0.000000,    0.035901,    0.000000,    0.000000
 -169.700000,    0.000000,    0.035829,    0.000000,    0.000000
 -169.650000,    0.000000,    0.035760,    0.000000,    0.000000
 -169.600000,    0.000000,    0.035696,    0.000000,    0.000000
 -169.550000,    0.000000,    0.035636,    0.000000,    0.000000
 -169.500000,    0.000000,    0.035579,    0.000000,    0.000000
 -169.450000,    0.000000,    0.035524,    0.000000,    0.000000
 -169.400000,    0.000000,    0.035468,    0.000000,    0.000000
 -169.350000,    0.000000,    0.035411,    0.000000,    0.000000
 -169.300000,    0.000000,    0.035350,    0.000000,    0.000000
 -169.250000,    0.000000,    0.035283,    0.000000,    0.000000
 -169.200000,    0.000000,    0.035209,    0.000000,    0.000000
 -169.150000,    0.000000,    0.035126,    0.000000,    0.000000
 -169.100000,    0.000000,    0.035034,    0.000000,    0.000000
 -169.050000,    0.000000,    0.034932,    0.000000,    0.000000
 -169.000000,    0.000000,    0.034821,    0.000000,    0.000000
 -168.950000,    0.000000,    0.034701,    0.000000,    0.000000
 -168.900000,    0.000000,    0.034573,    0.000000,    0.000000
 -168.850000,    0.000000,    0.034437,    0.000000,    0.000000
 -168.800000,    0.000000,    0.034294,    0.000000,    0.000000
 -168.750000,    0.000000,    0.034146,    0.000000,    0.000000
 -168.700000,    0.000000,    0.033995,    0.000000,    0.000000
 -168.650000,    0.000000,    0.033843,    0.000000,    0.000000
 -168.600000,    0.000000,    0.033693,    0.000000,    0.000000
 -168.550000,    0.000000,    0.033545,    0.000000,    0.000000
 -168.500000,    0.000000,    0.033403,    0.000000,    0.000000
 -168.450000,    0.000000,    0.033268,    0.000000,    0.000000
 -168.400000,    0.000000,    0.033141,    0.000000,    0.000000
 -168.350000,    0.000000,    0.033022,    0.000000,    0.000000
 -168.300000,    0.000000,    0.032913,    0.000000,    0.000000
 -168.250000,    0.000000,    0.032814,    0.000000,    0.000000
 -168.200000,    0.000000,    0.032724,    0.000000,    0.000000
 -168.150000,    0.000000,    0.032644,    0.000000,    0.000000
 -168.100000,    0.000000,    0.032575,    0.000000,    0.000000
 -168.050000,    0.000000,    0.032515,    0.000000,    0.000000
 -168.000000,    0.000000,    0.032466,    0.000000,    0.000000
 -167.950000,    0.000000,    0.032427,    0.000000,    0.000000
 -167.900000,    0.000000,    0.032397,    0.000000,    0.000000
 -167.850000,    0.000000,    0.032375,    0.000000,    0.000000
 -167.800000,    0.000000,    0.032362,    0.000000,    0.000000
 -167.750000,    0.000000,    0.032357,    0.000000,    0.000000
 -167.700000,    0.000000,    0.032359,    0.000000,    0.000000
 -167.650000,    0.000000,    0.032369,    0.000000,    0.000000
 -167.600000,    0.000000,    0.032388,    0.000000,    0.000000
 -167.550000,    0.000000,    0.032414,    0.000000,    0.000000
 -167.500000,    0.000000,    0.032449,    0.000000,    0.000000
 -167.450000,    0.000000,    0.032492,    0.000000,    0.000000
 -167.400000,    0.000000,    0.032541,    0.000000,    0.000000
 -167.350000,    0.000000,    0.032594,    0.000000,    0.000000
 -167.300000,    0.000000,    0.032648,    0.000000,    0.000000
 -167.250000,    0.000000,    0.032700,    0.000000,    0.000000
 -167.200000,    0.000000,    0.032749,    0.000000,    0.000000
 -167.150000,    0.000000,    0.032794,    0.000000,    0.000000
 -167.100000,    0.000000,    0.032832,    0.000000,    0.000000
 -167.050000,    0.000000,    0.032864,    0.000000,    0.000000
 -167.000000,    0.000000,    0.032890,    0.000000,    0.000000
 -166.950000,    0.000000,    0.032909,    0.000000,    0.000000
 -166.900000,    0.000000,    0.032922,    0.000000,    0.000000
 -166.850000,    0.000000,    0.032929,    0.000000,    0.000000
 -166.800000,    0.000000,    0.032932,    0.000000,    0.000000
 -166.750000,    0.000000,    0.032930,    0.000000,    0.000000
 -166.700000,    0.000000,    0.032925,    0.000000,    0.000000
 -166.650000,    0.000000,    0.032918,    0.000000,    0.000000
 -166.600000,    0.000000,    0.032910,    0.000000,    0.000000
 -166.550000,    0.000000,    0.032905,    0.000000,    0.000000
 -166.500000,    0.000000,    0.032902,    0.000000,    0.000000
 -166.450000,    0.000000,    0.032904,    0.000000,    0.000000
 -166.400000,    0.000000,    0.032913,    0.000000,    0.000000
 -166.350000,    0.000000,    0.032928,    0.000000,    0.000000
 -166.300000,    0.000000,    0.032952,    0.000000,    0.000000
 -166.250000,    0.000000,    0.032984,    0.000000,    0.000000
 -166.200000,    0.000000,    0.033024,    0.000000,    0.000000
 -166.150000,    0.000000,    0.033070,    0.000000,    0.000000
 -166.100000,    0.000000,    0.033121,    0.000000,    0.000000
 -166.050000,    0.000000,    0.033176,    0.000000,    0.000000
 -166.000000,    0.000000,    0.033234,    0.000000,    0.000000
 -165.950000,    0.000000,    0.033293,    0.000000,    0.000000
 -165.900000,    0.000000,    0.033352,    0.000000,    0.000000
 -165.850000,    0.000000,    0.033412,    0.000000,    0.000000
 -165.800000,    0.000000,    0.033471,    0.000000,    0.000000
 -165.750000,    0.000000,    0.033528,    0.000000,    0.000000
 -165.700000,    0.000000,    0.033584,    0.000000,    0.000000
 -165.650000,    0.000000,    0.033638,    0.000000,    0.000000
 -165.600000,    0.000000,    0.033691,    0.000000,    0.000000
 -165.550000,    0.000000,    0.033742,    0.000000,    0.000000
 -165.500000,    0.000000,    0.033792,    0.000000,    0.000000
 -165.450000,    0.000000,    0.033842,    0.000000,    0.000000
 -165.400000,    0.000000,    0.033892,    0.000000,    0.000000
 -165.350000,    0.000000,    0.033942,    0.000000,    0.000000
 -165.300000,    0.000000,    0.033993,    0.000000,    0.000000
 -165.250000,    0.000000,    0.034046,    0.000000,    0.000000
 -165.200000,    0.000000,    0.034101,    0.000000,    0.000000
 -165.150000,    0.000000,    0.034161,    0.000000,    0.000000
 -165.100000,    0.000000,    0.034227,    0.000000,    0.000000
 -165.050000,    0.000000,    0.034298,    0.000000,    0.000000
 -165.000000,    0.000000,    0.034373,    0.000000,    0.000000
 -164.950000,    0.000000,    0.034452,    0.000000,    0.000000
 -164.900000,    0.000000,    0.034531,    0.000000,    0.000000
 -164.850000,    0.000000,    0.034607,    0.000000,    0.000000
 -164.800000,    0.000000,    0.034678,    0.000000,    0.000000
 -164.750000,    0.000000,    0.034739,    0.000000,    0.000000
 -164.700000,    0.000000,    0.034789,    0.000000,    0.000000
 -164.650000,    0.000000,    0.034824,    0.000000,    0.000000
 -164.600000,    0.000000,    0.034843,    0.000000,    0.000000
 -164.550000,    0.000000,    0.034843,    0.000000,    0.000000
 -164.500000,    0.000000,    0.034824,    0.000000,    0.000000
 -164.450000,    0.000000,    0.034784,    0.000000,    0.000000
 -164.400000,    0.000000,    0.034723,    0.000000,    0.000000
 -164.350000,    0.000000,    0.034643,    0.000000,    0.000000
 -164.300000,    0.000000,    0.034543,    0.000000,    0.000000
 -164.250000,    0.000000,    0.034425,    0.000000,    0.000000
 -164.200000,    0.000000,    0.034292,    0.000000,    0.000000
 -164.150000,    0.000000,    0.034146,    0.000000,    0.000000
 -164.100000,    0.000000,    0.033991,    0.000000,    0.000000
 -164.050000,    0.000000,    0.033830,    0.000000,    0.000000
 -164.000000,    0.000000,    0.033668,    0.000000,    0.000000
 -163.950000,    0.000000,    0.033510,    0.000000,    0.000000
 -163.900000,    0.000000,    0.033359,    0.000000,    0.000000
 -163.850000,    0.000000,    0.033220,    0.000000,    0.000000
 -163.800000,    0.000000,    0.033095,    0.000000,    0.000000
 -163.750000,    0.000000,    0.032985,    0.000000,    0.000000
 -163.700000,    0.000000,    0.032892,    0.000000,    0.000000
 -163.650000,    0.000000,    0.032817,    0.000000,    0.000000
 -163.600000,    0.000000,    0.032759,    0.000000,    0.000000
 -163.550000,    0.000000,    0.032719,    0.000000,    0.000000
 -163.500000,    0.000000,    0.032696,    0.000000,    0.000000
 -163.450000,    0.000000,    0.032691,    0.000000,    0.000000
 -163.400000,    0.000000,    0.032700,    0.000000,    0.000000
 -163.350000,    0.000000,    0.032723,    0.000000,    0.000000
 -163.300000,    0.000000,    0.032758,    0.000000,    0.000000
 -163.250000,    0.000000,    0.032802,    0.000000,    0.000000
 -163.200000,    0.000000,    0.032854,    0.000000,    0.000000
 -163.150000,    0.000000,    0.032910,    0.000000,    0.000000
 -163.100000,    0.000000,    0.032970,    0.000000,    0.000000
 -163.050000,    0.000000,    0.033031,    0.000000,    0.000000
 -163.000000,    0.000000,    0.033091,    0.000000,    0.000000
 -162.950000,    0.000000,    0.033147,    0.000000,    0.000000
 -162.900000,    0.000000,    0.033198,    0.000000,    0.000000
 -162.850000,    0.000000,    0.033241,    0.000000,    0.000000
 -162.800000,    0.000000,    0.033276,    0.000000,    0.000000
 -162.750000,    0.000000,    0.033299,    0.000000,    0.000000
 -162.700000,    0.000000,    0.033312,    0.000000,    0.000000
 -162.650000,    0.000000,    0.033313,    0.000000,    0.000000
 -162.600000,    0.000000,    0.033304,    0.000000,    0.000000
 -162.550000,    0.000000,    0.033284,    0.000000,    0.000000
 -162.500000,    0.000000,    0.033257,    0.000000,    0.000000
 -162.450000,    0.000000,    0.033225,    0.000000,    0.000000
 -162.400000,    0.000000,    0.033192,    0.000000,    0.000000
 -162.350000,    0.000000,    0.033162,    0.000000,    0.000000
 -162.300000,    0.000000,    0.033138,    0.000000,    0.000000
 -162.250000,    0.000000,    0.033125,    0.000000,    0.000000
 -162.200000,    0.000000,    0.033123,    0.000000,    0.000000
 -162.150000,    0.000000,    0.033135,    0.000000,    0.000000
 -162.100000,    0.000000,    0.033162,    0.000000,    0.000000
 -162.050000,    0.000000,    0.033203,    0.000000,    0.000000
 -162.000000,    0.000000,    0.033260,    0.000000,    0.000000
 -161.950000,    0.000000,    0.033330,    0.000000,    0.000000
 -161.900000,    0.000000,    0.033413,    0.000000,    0.000000
 -161.850000,    0.000000,    0.033507,    0.000000,    0.000000
 -161.800000,    0.000000,    0.033612,    0.000000,    0.000000
 -161.750000,    0.000000,    0.033726,    0.000000,    0.000000
 -161.700000,    0.000000,    0.033848,    0.000000,    0.000000
 -161.650000,    0.000000,    0.033975,    0.000000,    0.000000
 -161.600000,    0.000000,    0.034107,    0.000000,    0.000000
 -161.550000,    0.000000,    0.034244,    0.000000,    0.000000
 -161.500000,    0.000000,    0.034382,    0.000000,    0.000000
 -161.450000,    0.000000,    0.034521,    0.000000,    0.000000
 -161.400000,    0.000000,    0.034657,    0.000000,    0.000000
 -161.350000,    0.000000,    0.034789,    0.000000,    0.000000
 -161.300000,    0.000000,    0.034914,    0.000000,    0.000000
 -161.250000,    0.000000,    0.035029,    0.000000,    0.000000
 -161.200000,    0.000000,    0.035134,    0.000000,    0.000000
 -161.150000,    0.000000,    0.035226,    0.000000,    0.000000
 -161.100000,    0.000000,    0.035303,    0.000000,    0.000000
 -161.050000,    0.000000,    0.035364,    0.000000,    0.000000
 -161.000000,    0.000000,    0.035408,    0.000000,    0.000000
 -160.950000,    0.000000,    0.035436,    0.000000,    0.000000
 -160.900000,    0.000000,    0.035446,    0.000000,    0.000000
 -160.850000,    0.000000,    0.035440,    0.000000,    0.000000
 -160.800000,    0.000000,    0.035418,    0.000000,    0.000000
 -160.750000,    0.000000,    0.035380,    0.000000,    0.000000
 -160.700000,    0.000000,    0.035328,    0.000000,    0.000000
 -160.650000,    0.000000,    0.035263,    0.000000,    0.000000
 -160.600000,    0.000000,    0.035186,    0.000000,    0.000000
 -160.550000,    0.000000,    0.035099,    0.000000,    0.000000
 -160.500000,    0.000000,    0.035006,    0.000000,    0.000000
 -160.450000,    0.000000,    0.034911,    0.000000,    0.000000
 -160.400000,    0.000000,    0.034815,    0.000000,    0.000000
 -160.350000,    0.000000,    0.034723,    0.000000,    0.000000
 -160.300000,    0.000000,    0.034637,    0.000000,    0.000000
 -160.250000,    0.000000,    0.034557,    0.000000,    0.000000
 -160.200000,    0.000000,    0.034485,    0.000000,    0.000000
 -160.150000,    0.000000,    0.034420,    0.000000,    0.000000
 -160.100000,    0.000000,    0.034362,    0.000000,    0.000000
 -160.050000,    0.000000,    0.034311,    0.000000,    0.000000
 -160.000000,    0.000000,    0.034268,    0.000000,    0.000000
 -159.950000,    0.000000,    0.034233,    0.000000,    0.000000
 -159.900000,    0.000000,    0.034206,    0.000000,    0.000000
 -159.850000,    0.000000,    0.034187,    0.000000,    0.000000
 -159.800000,    0.000000,    0.034176,    0.000000,    0.000000
 -159.750000,    0.000000,    0.034172,    0.000000,    0.000000
 -159.700000,    0.000000,    0.034173,    0.000000,    0.000000
 -159.650000,    0.000000,    0.034176,    0.000000,    0.000000
 -159.600000,    0.000000,    0.034179,    0.000000,    0.000000
 -159.550000,    0.000000,    0.034180,    0.000000,    0.000000
 -159.500000,    0.000000,    0.034178,    0.000000,    0.000000
 -159.450000,    0.000000,    0.034173,    0.000000,    0.000000
 -159.400000,    0.000000,    0.034166,    0.000000,    0.000000
 -159.350000,    0.000000,    0.034156,    0.000000,    0.000000
 -159.300000,    0.000000,    0.034144,    0.000000,    0.000000
 -159.250000,    0.000000,    0.034130,    0.000000,    0.000000
 -159.200000,    0.000000,    0.034113,    0.000000,    0.000000
 -159.150000,    0.000000,    0.034092,    0.000000,    0.000000
 -159.100000,    0.000000,    0.034067,    0.000000,    0.000000
 -159.050000,    0.000000,    0.034038,    0.000000,    0.000000
 -159.000000,    0.000000,    0.034005,    0.000000,    0.000000
 -158.950000,    0.000000,    0.033968,    0.000000,    0.000000
 -158.900000,    0.000000,    0.033929,    0.000000,    0.000000
 -158.850000,    0.000000,    0.033887,    0.000000,    0.000000
 -158.800000,    0.000000,    0.033844,    0.000000,    0.000000
 -158.750000,    0.000000,    0.033799,    0.000000,    0.000000
 -158.700000,    0.000000,    0.033752,    0.000000,    0.000000
 -158.650000,    0.000000,    0.033705,    0.000000,    0.000000
 -158.600000,    0.000000,    0.033657,    0.000000,    0.000000
 -158.550000,    0.000000,    0.033609,    0.000000,    0.000000
 -158.500000,    0.000000,    0.033562,    0.000000,    0.000000
 -158.450000,    0.000000,    0.033516,    0.000000,    0.000000
 -158.400000,    0.000000,    0.033473,    0.000000,    0.000000
 -158.350000,    0.000000,    0.033434,    0.000000,    0.000000
 -158.300000,    0.000000,    0.033398,    0.000000,    0.000000
 -158.250000,    0.000000,    0.033366,    0.000000,    0.000000
 -158.200000,    0.000000,    0.033339,    0.000000,    0.000000
 -158.150000,    0.000000,    0.033318,    0.000000,    0.000000
 -158.100000,    0.000000,    0.033302,    0.000000,    0.000000
 -158.050000,    0.000000,    0.033293,    0.000000,    0.000000
 -158.000000,    0.000000,    0.033290,    0.000000,    0.000000
 -157.950000,    0.000000,    0.033295,    0.000000,    0.000000
 -157.900000,    0.000000,    0.033309,    0.000000,    0.000000
 -157.850000,    0.000000,    0.033332,    0.000000,    0.000000
 -157.800000,    0.000000,    0.033365,    0.000000,    0.000000
 -157.750000,    0.000000,    0.033408,    0.000000,    0.000000
 -157.700000,    0.000000,    0.033460,    0.000000,    0.000000
 -157.650000,    0.000000,    0.033519,    0.000000,    0.000000
 -157.600000,    0.000000,    0.033585,    0.000000,    0.000000
 -157.550000,    0.000000,    0.033654,    0.000000,    0.000000
 -157.500000,    0.000000,    0.033725,    0.000000,    0.000000
 -157.450000,    0.000000,    0.033797,    0.000000,    0.000000
 -157.400000,    0.000000,    0.033869,    0.000000,    0.000000
 -157.350000,    0.000000,    0.033940,    0.000000,    0.000000
 -157.300000,    0.000000,    0.034008,    0.000000,    0.000000
 -157.250000,    0.000000,    0.034074,    0.000000,    0.000000
 -157.200000,    0.000000,    0.034136,    0.000000,    0.000000
 -157.150000,    0.000000,    0.034194,    0.000000,    0.000000
 -157.100000,    0.000000,    0.034248,    0.000000,    0.000000
 -157.050000,    0.000000,    0.034295,    0.000000,    0.000000
 -157.000000,    0.000000,    0.034337,    0.000000,    0.000000
 -156.950000,    0.000000,    0.034374,    0.000000,    0.000000
 -156.900000,    0.000000,    0.034406,    0.000000,    0.000000
 -156.850000,    0.000000,    0.034433,    0.000000,    0.000000
 -156.800000,    0.000000,    0.034457,    0.000000,    0.000000
 -156.750000,    0.000000,    0.034479,    0.000000,    0.000000
 -156.700000,    0.000000,    0.034499,    0.000000,    0.000000
 -156.650000,    0.000000,    0.034518,    0.000000,    0.000000
 -156.600000,    0.000000,    0.034539,    0.000000,    0.000000
 -156.550000,    0.000000,    0.034563,    0.000000,    0.000000
 -156.500000,    0.000000,    0.034591,    0.000000,    0.000000
